# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jun 19 06:59:25 2022
#
# User preference: *
#
# CONSTRAINT:  order by pl_bmasse asc, pl_bmassj asc
#
# COLUMN pl_name:        Planet Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN st_mass:        Stellar Mass [Solar mass]
#
loc_rowid,pl_name,discoverymethod,disc_year,pl_bmasse,pl_bmassj,pl_rvamp,st_mass
7697,Kepler-1201 b,Transit,2016,,,,1.15
7698,Kepler-1201 b,Transit,2016,,,,1.08
7699,Kepler-1201 b,Transit,2016,,,,
7700,Kepler-1201 b,Transit,2016,,,,0.96
7701,Kepler-1201 b,Transit,2016,,,,1.08
7702,Kepler-1201 b,Transit,2016,,,,0.96
7703,Kepler-1201 b,Transit,2016,,,,0.96
7704,Kepler-1202 b,Transit,2016,,,,0.92
7705,Kepler-1202 b,Transit,2016,,,,0.92
7706,Kepler-1202 b,Transit,2016,,,,0.93
7707,Kepler-1202 b,Transit,2016,,,,0.99
7708,Kepler-1202 b,Transit,2016,,,,1.03
7709,Kepler-1202 b,Transit,2016,,,,0.99
7710,Kepler-1202 b,Transit,2016,,,,0.92
7711,Kepler-1202 b,Transit,2016,,,,
7712,Kepler-1202 b,Transit,2016,,,,0.99
7713,Kepler-1202 b,Transit,2016,,,,0.95
7714,Kepler-1203 b,Transit,2016,,,,0.63
7715,Kepler-1203 b,Transit,2016,,,,
7716,Kepler-1203 b,Transit,2016,,,,0.56
7717,Kepler-1203 b,Transit,2016,,,,0.57
7718,Kepler-1203 b,Transit,2016,,,,0.58
7719,Kepler-1203 b,Transit,2016,,,,0.57
7720,Kepler-1203 b,Transit,2016,,,,0.63
7721,Kepler-1203 b,Transit,2016,,,,0.57
7722,Kepler-1203 b,Transit,2016,,,,0.64
7723,Kepler-1204 b,Transit,2016,,,,1.03
7724,Kepler-1204 b,Transit,2016,,,,1.03
7725,Kepler-1204 b,Transit,2016,,,,1.05
7726,Kepler-1204 b,Transit,2016,,,,
7727,Kepler-1204 b,Transit,2016,,,,1.00
7728,Kepler-1204 b,Transit,2016,,,,1.05
7729,Kepler-1204 b,Transit,2016,,,,1.05
7730,Kepler-1204 b,Transit,2016,,,,1.05
7731,Kepler-1204 b,Transit,2016,,,,1.00
7732,Kepler-1204 b,Transit,2016,,,,1.00
7733,Kepler-1205 b,Transit,2016,,,,0.78
7734,Kepler-1205 b,Transit,2016,,,,0.86
7735,Kepler-1205 b,Transit,2016,,,,
7736,Kepler-1205 b,Transit,2016,,,,0.84
7737,Kepler-1205 b,Transit,2016,,,,0.86
7738,Kepler-1205 b,Transit,2016,,,,0.86
7739,Kepler-1205 b,Transit,2016,,,,0.86
7740,Kepler-1205 b,Transit,2016,,,,0.84
7741,Kepler-1205 b,Transit,2016,,,,0.84
7742,Kepler-1206 b,Transit,2016,,,,0.73
7743,Kepler-1206 b,Transit,2016,,,,0.73
7744,Kepler-1206 b,Transit,2016,,,,0.74
7745,Kepler-1206 b,Transit,2016,,,,0.80
7746,Kepler-1206 b,Transit,2016,,,,0.73
7747,Kepler-1206 b,Transit,2016,,,,0.69
7748,Kepler-1206 b,Transit,2016,,,,0.74
7749,Kepler-1206 b,Transit,2016,,,,
7750,Kepler-1206 b,Transit,2016,,,,0.73
7751,Kepler-1207 b,Transit,2016,,,,1.05
7752,Kepler-1207 b,Transit,2016,,,,1.06
7753,Kepler-1207 b,Transit,2016,,,,1.05
7754,Kepler-1207 b,Transit,2016,,,,1.05
7755,Kepler-1207 b,Transit,2016,,,,1.10
7756,Kepler-1207 b,Transit,2016,,,,
7757,Kepler-1207 b,Transit,2016,,,,1.10
7758,Kepler-1207 b,Transit,2016,,,,1.10
7759,Kepler-1207 b,Transit,2016,,,,1.10
7760,Kepler-1208 b,Transit,2016,,,,0.79
7761,Kepler-1208 b,Transit,2016,,,,0.79
7762,Kepler-1208 b,Transit,2016,,,,0.79
7763,Kepler-1208 b,Transit,2016,,,,0.79
7764,Kepler-1208 b,Transit,2016,,,,0.79
7765,Kepler-1208 b,Transit,2016,,,,0.89
7766,Kepler-1208 b,Transit,2016,,,,0.80
7767,Kepler-1208 b,Transit,2016,,,,0.79
7768,Kepler-1208 b,Transit,2016,,,,
7769,Kepler-1209 b,Transit,2016,,,,1.21
7770,Kepler-1209 b,Transit,2016,,,,1.21
7771,Kepler-1209 b,Transit,2016,,,,1.21
7772,Kepler-1209 b,Transit,2016,,,,1.23
7773,Kepler-1209 b,Transit,2016,,,,1.23
7774,Kepler-1209 b,Transit,2016,,,,1.23
7775,Kepler-1209 b,Transit,2016,,,,1.23
7776,Kepler-1209 b,Transit,2016,,,,
7777,Kepler-1209 b,Transit,2016,,,,1.21
7778,Kepler-1209 b,Transit,2016,,,,1.14
7779,Kepler-121 b,Transit,2014,,,,0.92
7780,Kepler-121 b,Transit,2014,,,,
7781,Kepler-121 b,Transit,2014,,,,0.77
7782,Kepler-121 b,Transit,2014,,,,0.92
7783,Kepler-121 b,Transit,2014,,,,0.77
7784,Kepler-121 b,Transit,2014,,,,0.79
7785,Kepler-121 b,Transit,2014,,,,0.77
7786,Kepler-121 b,Transit,2014,,,,0.92
7787,Kepler-121 b,Transit,2014,,,,
7788,Kepler-121 b,Transit,2014,,,,0.86
7789,Kepler-121 b,Transit,2014,,,,0.86
7790,Kepler-121 c,Transit,2014,,,,0.77
7791,Kepler-121 c,Transit,2014,,,,0.86
7792,Kepler-121 c,Transit,2014,,,,0.77
7793,Kepler-121 c,Transit,2014,,,,
7794,Kepler-121 c,Transit,2014,,,,0.92
7795,Kepler-121 c,Transit,2014,,,,0.92
7796,Kepler-121 c,Transit,2014,,,,
7797,Kepler-121 c,Transit,2014,,,,0.92
7798,Kepler-121 c,Transit,2014,,,,0.86
7799,Kepler-121 c,Transit,2014,,,,0.79
7800,Kepler-121 c,Transit,2014,,,,0.77
7801,Kepler-1210 b,Transit,2016,,,,0.87
7802,Kepler-1210 b,Transit,2016,,,,
7803,Kepler-1210 b,Transit,2016,,,,0.94
7804,Kepler-1210 b,Transit,2016,,,,0.94
7805,Kepler-1210 b,Transit,2016,,,,0.94
7806,Kepler-1210 b,Transit,2016,,,,0.96
7807,Kepler-1210 b,Transit,2016,,,,0.87
7808,Kepler-1210 b,Transit,2016,,,,0.87
7809,Kepler-1210 b,Transit,2016,,,,0.87
7810,Kepler-1211 b,Transit,2016,,,,1.03
7811,Kepler-1211 b,Transit,2016,,,,1.03
7812,Kepler-1211 b,Transit,2016,,,,1.05
7813,Kepler-1211 b,Transit,2016,,,,1.05
7814,Kepler-1211 b,Transit,2016,,,,1.05
7815,Kepler-1211 b,Transit,2016,,,,1.03
7816,Kepler-1211 b,Transit,2016,,,,0.96
7817,Kepler-1211 b,Transit,2016,,,,1.05
7818,Kepler-1211 b,Transit,2016,,,,
7819,Kepler-1211 b,Transit,2016,,,,1.05
7820,Kepler-1212 b,Transit,2016,,,,1.10
7821,Kepler-1212 b,Transit,2016,,,,1.01
7822,Kepler-1212 b,Transit,2016,,,,1.11
7823,Kepler-1212 b,Transit,2016,,,,1.01
7824,Kepler-1212 b,Transit,2016,,,,1.01
7825,Kepler-1212 b,Transit,2016,,,,1.08
7826,Kepler-1212 b,Transit,2016,,,,
7827,Kepler-1212 b,Transit,2016,,,,1.11
7828,Kepler-1212 b,Transit,2016,,,,1.11
7829,Kepler-1212 b,Transit,2016,,,,1.01
7830,Kepler-1213 b,Transit,2016,,,,1.00
7831,Kepler-1213 b,Transit,2016,,,,1.10
7832,Kepler-1213 b,Transit,2016,,,,1.00
7833,Kepler-1213 b,Transit,2016,,,,1.14
7834,Kepler-1213 b,Transit,2016,,,,1.14
7835,Kepler-1213 b,Transit,2016,,,,
7836,Kepler-1213 b,Transit,2016,,,,1.00
7837,Kepler-1213 b,Transit,2016,,,,1.20
7838,Kepler-1214 b,Transit,2016,,,,
7839,Kepler-1214 b,Transit,2016,,,,0.79
7840,Kepler-1214 b,Transit,2016,,,,0.79
7841,Kepler-1214 b,Transit,2016,,,,0.79
7842,Kepler-1214 b,Transit,2016,,,,0.95
7843,Kepler-1214 b,Transit,2016,,,,0.83
7844,Kepler-1214 b,Transit,2016,,,,0.79
7845,Kepler-1214 b,Transit,2016,,,,0.85
7846,Kepler-1214 b,Transit,2016,,,,0.83
7847,Kepler-1215 b,Transit,2016,,,,0.88
7848,Kepler-1215 b,Transit,2016,,,,0.86
7849,Kepler-1215 b,Transit,2016,,,,
7850,Kepler-1215 b,Transit,2016,,,,0.86
7851,Kepler-1215 b,Transit,2016,,,,0.86
7852,Kepler-1215 b,Transit,2016,,,,0.86
7853,Kepler-1215 b,Transit,2016,,,,0.95
7854,Kepler-1215 b,Transit,2016,,,,0.95
7855,Kepler-1215 b,Transit,2016,,,,0.95
7856,Kepler-1216 b,Transit,2016,,,,1.12
7857,Kepler-1216 b,Transit,2016,,,,1.04
7858,Kepler-1216 b,Transit,2016,,,,0.97
7859,Kepler-1216 b,Transit,2016,,,,1.12
7860,Kepler-1216 b,Transit,2016,,,,0.99
7861,Kepler-1216 b,Transit,2016,,,,
7862,Kepler-1216 b,Transit,2016,,,,1.01
7863,Kepler-1216 b,Transit,2016,,,,1.01
7864,Kepler-1216 b,Transit,2016,,,,1.12
7865,Kepler-1217 b,Transit,2016,,,,1.07
7866,Kepler-1217 b,Transit,2016,,,,1.11
7867,Kepler-1217 b,Transit,2016,,,,1.11
7868,Kepler-1217 b,Transit,2016,,,,1.06
7869,Kepler-1217 b,Transit,2016,,,,1.06
7870,Kepler-1217 b,Transit,2016,,,,1.11
7871,Kepler-1217 b,Transit,2016,,,,1.11
7872,Kepler-1217 b,Transit,2016,,,,
7873,Kepler-1217 b,Transit,2016,,,,1.06
7874,Kepler-1218 b,Transit,2016,,,,0.97
7875,Kepler-1218 b,Transit,2016,,,,1.06
7876,Kepler-1218 b,Transit,2016,,,,1.06
7877,Kepler-1218 b,Transit,2016,,,,
7878,Kepler-1218 b,Transit,2016,,,,0.97
7879,Kepler-1218 b,Transit,2016,,,,0.97
7880,Kepler-1218 b,Transit,2016,,,,1.06
7881,Kepler-1218 b,Transit,2016,,,,1.06
7882,Kepler-1218 b,Transit,2016,,,,1.12
7883,Kepler-1218 b,Transit,2016,,,,0.97
7884,Kepler-1219 b,Transit,2016,,,,1.04
7885,Kepler-1219 b,Transit,2016,,,,0.99
7886,Kepler-1219 b,Transit,2016,,,,1.04
7887,Kepler-1219 b,Transit,2016,,,,0.99
7888,Kepler-1219 b,Transit,2016,,,,1.04
7889,Kepler-1219 b,Transit,2016,,,,1.46
7890,Kepler-1219 b,Transit,2016,,,,
7891,Kepler-1219 b,Transit,2016,,,,1.04
7892,Kepler-1219 b,Transit,2016,,,,1.25
7893,Kepler-1219 b,Transit,2016,,,,0.99
7894,Kepler-122 b,Transit,2014,,,,1.11
7895,Kepler-122 b,Transit,2014,,,,1.03
7896,Kepler-122 b,Transit,2014,,,,1.07
7897,Kepler-122 b,Transit,2014,,,,
7898,Kepler-122 b,Transit,2014,,,,1.03
7899,Kepler-122 b,Transit,2014,,,,1.03
7900,Kepler-122 b,Transit,2014,,,,
7901,Kepler-122 b,Transit,2014,,,,1.08
7902,Kepler-122 b,Transit,2014,,,,1.11
7903,Kepler-122 b,Transit,2014,,,,0.99
7904,Kepler-122 b,Transit,2014,,,,1.11
7905,Kepler-122 c,Transit,2014,,,,1.03
7906,Kepler-122 c,Transit,2014,,,,1.08
7907,Kepler-122 c,Transit,2014,,,,1.03
7908,Kepler-122 c,Transit,2014,,,,1.07
7909,Kepler-122 c,Transit,2014,,,,
7910,Kepler-122 c,Transit,2014,,,,1.11
7911,Kepler-122 c,Transit,2014,,,,1.03
7912,Kepler-122 c,Transit,2014,,,,0.99
7913,Kepler-122 c,Transit,2014,,,,1.11
7914,Kepler-122 c,Transit,2014,,,,
7915,Kepler-122 c,Transit,2014,,,,1.11
7916,Kepler-122 d,Transit,2014,,,,1.07
7917,Kepler-122 d,Transit,2014,,,,1.03
7918,Kepler-122 d,Transit,2014,,,,1.11
7919,Kepler-122 d,Transit,2014,,,,1.11
7920,Kepler-122 d,Transit,2014,,,,1.03
7921,Kepler-122 d,Transit,2014,,,,
7922,Kepler-122 d,Transit,2014,,,,0.99
7923,Kepler-122 d,Transit,2014,,,,1.08
7924,Kepler-122 d,Transit,2014,,,,1.03
7925,Kepler-122 d,Transit,2014,,,,
7926,Kepler-122 d,Transit,2014,,,,1.11
7927,Kepler-122 e,Transit,2014,,,,1.08
7928,Kepler-122 e,Transit,2014,,,,1.11
7929,Kepler-122 e,Transit,2014,,,,1.11
7930,Kepler-122 e,Transit,2014,,,,
7931,Kepler-122 e,Transit,2014,,,,1.07
7932,Kepler-122 e,Transit,2014,,,,1.11
7933,Kepler-122 e,Transit,2014,,,,0.99
7934,Kepler-122 e,Transit,2014,,,,
7935,Kepler-122 e,Transit,2014,,,,1.03
7936,Kepler-122 e,Transit,2014,,,,1.03
7938,Kepler-122 e,Transit,2014,,,,1.03
7939,Kepler-122 f,Transit Timing Variations,2014,,,,0.99
7940,Kepler-122 f,Transit Timing Variations,2014,,,,1.03
7941,Kepler-122 f,Transit Timing Variations,2014,,,,1.11
7942,Kepler-122 f,Transit Timing Variations,2014,,,,
7943,Kepler-122 f,Transit Timing Variations,2014,,,,1.08
7944,Kepler-122 f,Transit Timing Variations,2014,,,,1.11
7945,Kepler-122 f,Transit Timing Variations,2014,,,,1.07
7946,Kepler-122 f,Transit Timing Variations,2014,,,,1.03
7947,Kepler-122 f,Transit Timing Variations,2014,,,,1.03
7949,Kepler-1220 b,Transit,2016,,,,
7950,Kepler-1220 b,Transit,2016,,,,0.96
7951,Kepler-1220 b,Transit,2016,,,,1.00
7952,Kepler-1220 b,Transit,2016,,,,0.78
7953,Kepler-1220 b,Transit,2016,,,,0.78
7954,Kepler-1220 b,Transit,2016,,,,0.94
7955,Kepler-1220 b,Transit,2016,,,,0.78
7956,Kepler-1220 b,Transit,2016,,,,1.06
7957,Kepler-1220 b,Transit,2016,,,,1.06
7958,Kepler-1221 b,Transit,2016,,,,0.69
7959,Kepler-1221 b,Transit,2016,,,,0.87
7960,Kepler-1221 b,Transit,2016,,,,0.69
7961,Kepler-1221 b,Transit,2016,,,,0.69
7962,Kepler-1221 b,Transit,2016,,,,0.82
7963,Kepler-1221 b,Transit,2016,,,,
7964,Kepler-1221 b,Transit,2016,,,,
7965,Kepler-1221 b,Transit,2016,,,,
7966,Kepler-1221 b,Transit,2016,,,,0.69
7967,Kepler-1222 b,Transit,2016,,,,0.84
7968,Kepler-1222 b,Transit,2016,,,,0.81
7969,Kepler-1222 b,Transit,2016,,,,0.82
7970,Kepler-1222 b,Transit,2016,,,,0.75
7971,Kepler-1222 b,Transit,2016,,,,0.86
7972,Kepler-1222 b,Transit,2016,,,,0.75
7973,Kepler-1222 b,Transit,2016,,,,0.75
7974,Kepler-1222 b,Transit,2016,,,,0.86
7975,Kepler-1222 b,Transit,2016,,,,
7976,Kepler-1223 b,Transit,2016,,,,0.68
7977,Kepler-1223 b,Transit,2016,,,,0.84
7978,Kepler-1223 b,Transit,2016,,,,0.84
7979,Kepler-1223 b,Transit,2016,,,,0.84
7980,Kepler-1223 b,Transit,2016,,,,0.74
7981,Kepler-1223 b,Transit,2016,,,,0.84
7982,Kepler-1223 b,Transit,2016,,,,0.74
7983,Kepler-1223 b,Transit,2016,,,,0.74
7984,Kepler-1223 b,Transit,2016,,,,0.80
7985,Kepler-1223 b,Transit,2016,,,,
7986,Kepler-1224 b,Transit,2016,,,,1.01
7987,Kepler-1224 b,Transit,2016,,,,1.18
7988,Kepler-1224 b,Transit,2016,,,,1.21
7989,Kepler-1224 b,Transit,2016,,,,
7990,Kepler-1224 b,Transit,2016,,,,1.21
7991,Kepler-1224 b,Transit,2016,,,,1.13
7992,Kepler-1224 b,Transit,2016,,,,1.19
7993,Kepler-1224 b,Transit,2016,,,,1.01
7994,Kepler-1224 b,Transit,2016,,,,1.01
7995,Kepler-1224 b,Transit,2016,,,,1.21
7996,Kepler-1225 b,Transit,2016,,,,1.08
7997,Kepler-1225 b,Transit,2016,,,,1.16
7998,Kepler-1225 b,Transit,2016,,,,1.17
7999,Kepler-1225 b,Transit,2016,,,,1.17
8000,Kepler-1225 b,Transit,2016,,,,1.08
8001,Kepler-1225 b,Transit,2016,,,,1.24
8002,Kepler-1225 b,Transit,2016,,,,1.08
8003,Kepler-1225 b,Transit,2016,,,,1.13
8004,Kepler-1225 b,Transit,2016,,,,
8005,Kepler-1226 b,Transit,2016,,,,1.03
8006,Kepler-1226 b,Transit,2016,,,,1.12
8007,Kepler-1226 b,Transit,2016,,,,1.10
8008,Kepler-1226 b,Transit,2016,,,,1.10
8009,Kepler-1226 b,Transit,2016,,,,1.03
8010,Kepler-1226 b,Transit,2016,,,,1.10
8011,Kepler-1226 b,Transit,2016,,,,1.10
8012,Kepler-1226 b,Transit,2016,,,,1.02
8013,Kepler-1226 b,Transit,2016,,,,1.03
8014,Kepler-1226 b,Transit,2016,,,,
8015,Kepler-1227 b,Transit,2016,,,,
8016,Kepler-1227 b,Transit,2016,,,,0.99
8017,Kepler-1227 b,Transit,2016,,,,0.83
8018,Kepler-1227 b,Transit,2016,,,,0.97
8019,Kepler-1227 b,Transit,2016,,,,0.99
8020,Kepler-1227 b,Transit,2016,,,,0.83
8021,Kepler-1227 b,Transit,2016,,,,0.96
8022,Kepler-1227 b,Transit,2016,,,,0.83
8023,Kepler-1227 b,Transit,2016,,,,1.03
8024,Kepler-1228 b,Transit,2016,,,,0.77
8025,Kepler-1228 b,Transit,2016,,,,0.81
8026,Kepler-1228 b,Transit,2016,,,,0.81
8027,Kepler-1228 b,Transit,2016,,,,0.84
8028,Kepler-1228 b,Transit,2016,,,,0.77
8029,Kepler-1228 b,Transit,2016,,,,0.77
8030,Kepler-1228 b,Transit,2016,,,,0.78
8031,Kepler-1228 b,Transit,2016,,,,
8032,Kepler-1228 b,Transit,2016,,,,0.78
8033,Kepler-1229 b,Transit,2016,,,,0.43
8034,Kepler-1229 b,Transit,2016,,,,0.48
8035,Kepler-1229 b,Transit,2016,,,,0.56
8036,Kepler-1229 b,Transit,2016,,,,0.48
8037,Kepler-1229 b,Transit,2016,,,,0.43
8038,Kepler-1229 b,Transit,2016,,,,0.54
8039,Kepler-1229 b,Transit,2016,,,,0.56
8040,Kepler-1229 b,Transit,2016,,,,
8041,Kepler-1229 b,Transit,2016,,,,0.43
8042,Kepler-1229 b,Transit,2016,,,,0.54
8043,Kepler-1229 b,Transit,2016,,,,0.56
8044,Kepler-123 b,Transit,2014,,,,
8045,Kepler-123 b,Transit,2014,,,,1.01
8046,Kepler-123 b,Transit,2014,,,,
8047,Kepler-123 b,Transit,2014,,,,1.25
8049,Kepler-123 b,Transit,2014,,,,1.12
8050,Kepler-123 b,Transit,2014,,,,1.25
8051,Kepler-123 b,Transit,2014,,,,1.01
8052,Kepler-123 b,Transit,2014,,,,1.01
8053,Kepler-123 b,Transit,2014,,,,1.25
8054,Kepler-123 b,Transit,2014,,,,1.13
8055,Kepler-123 b,Transit,2014,,,,1.01
8056,Kepler-123 c,Transit,2014,,,,1.01
8057,Kepler-123 c,Transit,2014,,,,
8058,Kepler-123 c,Transit,2014,,,,1.13
8059,Kepler-123 c,Transit,2014,,,,
8060,Kepler-123 c,Transit,2014,,,,1.01
8061,Kepler-123 c,Transit,2014,,,,1.12
8062,Kepler-123 c,Transit,2014,,,,1.25
8063,Kepler-123 c,Transit,2014,,,,1.01
8064,Kepler-123 c,Transit,2014,,,,1.25
8065,Kepler-123 c,Transit,2014,,,,1.25
8066,Kepler-123 c,Transit,2014,,,,1.01
8067,Kepler-123 c,Transit,2014,,,,1.01
8068,Kepler-1230 b,Transit,2016,,,,1.06
8069,Kepler-1230 b,Transit,2016,,,,1.05
8070,Kepler-1230 b,Transit,2016,,,,1.05
8071,Kepler-1230 b,Transit,2016,,,,1.05
8072,Kepler-1230 b,Transit,2016,,,,
8073,Kepler-1230 b,Transit,2016,,,,1.05
8074,Kepler-1230 b,Transit,2016,,,,1.05
8075,Kepler-1230 b,Transit,2016,,,,1.05
8076,Kepler-1230 b,Transit,2016,,,,1.05
8077,Kepler-1230 b,Transit,2016,,,,1.06
8078,Kepler-1231 b,Transit,2016,,,,1.01
8079,Kepler-1231 b,Transit,2016,,,,0.94
8080,Kepler-1231 b,Transit,2016,,,,0.98
8081,Kepler-1231 b,Transit,2016,,,,1.01
8082,Kepler-1231 b,Transit,2016,,,,1.01
8083,Kepler-1231 b,Transit,2016,,,,1.01
8084,Kepler-1231 b,Transit,2016,,,,
8085,Kepler-1231 b,Transit,2016,,,,0.98
8086,Kepler-1231 b,Transit,2016,,,,0.98
8087,Kepler-1232 b,Transit,2016,,,,0.91
8088,Kepler-1232 b,Transit,2016,,,,
8089,Kepler-1232 b,Transit,2016,,,,0.92
8090,Kepler-1232 b,Transit,2016,,,,0.91
8091,Kepler-1232 b,Transit,2016,,,,0.90
8092,Kepler-1232 b,Transit,2016,,,,0.82
8093,Kepler-1232 b,Transit,2016,,,,0.87
8094,Kepler-1232 b,Transit,2016,,,,0.90
8095,Kepler-1232 b,Transit,2016,,,,0.91
8096,Kepler-1232 b,Transit,2016,,,,0.90
8097,Kepler-1233 b,Transit,2016,,,,1.21
8098,Kepler-1233 b,Transit,2016,,,,1.19
8099,Kepler-1233 b,Transit,2016,,,,1.19
8100,Kepler-1233 b,Transit,2016,,,,1.19
8101,Kepler-1233 b,Transit,2016,,,,1.16
8102,Kepler-1233 b,Transit,2016,,,,1.15
8103,Kepler-1233 b,Transit,2016,,,,1.19
8104,Kepler-1233 b,Transit,2016,,,,
8105,Kepler-1233 b,Transit,2016,,,,1.15
8106,Kepler-1233 b,Transit,2016,,,,1.15
8107,Kepler-1234 b,Transit,2016,,,,0.86
8108,Kepler-1234 b,Transit,2016,,,,0.78
8109,Kepler-1234 b,Transit,2016,,,,0.80
8110,Kepler-1234 b,Transit,2016,,,,
8111,Kepler-1234 b,Transit,2016,,,,0.83
8112,Kepler-1234 b,Transit,2016,,,,0.83
8113,Kepler-1234 b,Transit,2016,,,,0.78
8114,Kepler-1234 b,Transit,2016,,,,0.83
8115,Kepler-1234 b,Transit,2016,,,,0.76
8116,Kepler-1235 b,Transit,2016,,,,0.92
8117,Kepler-1235 b,Transit,2016,,,,0.91
8118,Kepler-1235 b,Transit,2016,,,,0.89
8119,Kepler-1235 b,Transit,2016,,,,0.92
8120,Kepler-1235 b,Transit,2016,,,,0.91
8121,Kepler-1235 b,Transit,2016,,,,0.91
8122,Kepler-1235 b,Transit,2016,,,,0.93
8123,Kepler-1235 b,Transit,2016,,,,0.91
8124,Kepler-1235 b,Transit,2016,,,,
8125,Kepler-1236 b,Transit,2016,,,,0.89
8126,Kepler-1236 b,Transit,2016,,,,0.81
8127,Kepler-1236 b,Transit,2016,,,,0.81
8128,Kepler-1236 b,Transit,2016,,,,0.88
8129,Kepler-1236 b,Transit,2016,,,,0.89
8130,Kepler-1236 b,Transit,2016,,,,0.86
8131,Kepler-1236 b,Transit,2016,,,,0.89
8132,Kepler-1236 b,Transit,2016,,,,
8133,Kepler-1236 b,Transit,2016,,,,0.82
8134,Kepler-1236 b,Transit,2016,,,,0.81
8135,Kepler-1237 b,Transit,2016,,,,0.87
8136,Kepler-1237 b,Transit,2016,,,,1.00
8137,Kepler-1237 b,Transit,2016,,,,1.00
8138,Kepler-1237 b,Transit,2016,,,,0.87
8139,Kepler-1237 b,Transit,2016,,,,1.00
8140,Kepler-1237 b,Transit,2016,,,,0.87
8141,Kepler-1237 b,Transit,2016,,,,
8142,Kepler-1237 b,Transit,2016,,,,0.81
8143,Kepler-1237 b,Transit,2016,,,,0.94
8144,Kepler-1237 b,Transit,2016,,,,1.00
8145,Kepler-1238 b,Transit,2016,,,,
8146,Kepler-1238 b,Transit,2016,,,,1.30
8147,Kepler-1238 b,Transit,2016,,,,1.26
8148,Kepler-1238 b,Transit,2016,,,,1.23
8149,Kepler-1238 b,Transit,2016,,,,1.26
8150,Kepler-1238 b,Transit,2016,,,,1.26
8151,Kepler-1238 b,Transit,2016,,,,1.27
8152,Kepler-1238 b,Transit,2016,,,,1.10
8153,Kepler-1239 b,Transit,2016,,,,1.07
8154,Kepler-1239 b,Transit,2016,,,,1.21
8155,Kepler-1239 b,Transit,2016,,,,1.07
8156,Kepler-1239 b,Transit,2016,,,,1.21
8157,Kepler-1239 b,Transit,2016,,,,1.40
8158,Kepler-1239 b,Transit,2016,,,,1.21
8159,Kepler-1239 b,Transit,2016,,,,1.21
8160,Kepler-1239 b,Transit,2016,,,,1.09
8161,Kepler-124 b,Transit,2014,,,,0.72
8162,Kepler-124 b,Transit,2014,,,,
8163,Kepler-124 b,Transit,2014,,,,0.71
8164,Kepler-124 b,Transit,2014,,,,0.88
8165,Kepler-124 b,Transit,2014,,,,0.84
8166,Kepler-124 b,Transit,2014,,,,
8167,Kepler-124 b,Transit,2014,,,,0.72
8168,Kepler-124 b,Transit,2014,,,,0.73
8169,Kepler-124 b,Transit,2014,,,,0.72
8170,Kepler-124 c,Transit,2014,,,,
8171,Kepler-124 c,Transit,2014,,,,0.72
8172,Kepler-124 c,Transit,2014,,,,0.88
8173,Kepler-124 c,Transit,2014,,,,0.73
8174,Kepler-124 c,Transit,2014,,,,0.88
8175,Kepler-124 c,Transit,2014,,,,0.84
8176,Kepler-124 c,Transit,2014,,,,0.72
8177,Kepler-124 c,Transit,2014,,,,
8178,Kepler-124 c,Transit,2014,,,,0.88
8179,Kepler-124 c,Transit,2014,,,,0.71
8180,Kepler-124 c,Transit,2014,,,,0.72
8181,Kepler-124 d,Transit,2014,,,,0.88
8182,Kepler-124 d,Transit,2014,,,,0.72
8183,Kepler-124 d,Transit,2014,,,,0.88
8184,Kepler-124 d,Transit,2014,,,,0.72
8185,Kepler-124 d,Transit,2014,,,,
8186,Kepler-124 d,Transit,2014,,,,
8187,Kepler-124 d,Transit,2014,,,,0.72
8188,Kepler-124 d,Transit,2014,,,,0.88
8189,Kepler-124 d,Transit,2014,,,,0.71
8190,Kepler-124 d,Transit,2014,,,,0.84
8191,Kepler-124 d,Transit,2014,,,,0.73
8192,Kepler-1240 b,Transit,2016,,,,0.99
8193,Kepler-1240 b,Transit,2016,,,,0.86
8194,Kepler-1240 b,Transit,2016,,,,0.86
8195,Kepler-1240 b,Transit,2016,,,,0.97
8196,Kepler-1240 b,Transit,2016,,,,0.99
8197,Kepler-1240 b,Transit,2016,,,,
8198,Kepler-1240 b,Transit,2016,,,,0.89
8199,Kepler-1240 b,Transit,2016,,,,0.86
8200,Kepler-1240 b,Transit,2016,,,,0.98
8201,Kepler-1241 b,Transit,2016,,,,0.89
8202,Kepler-1241 b,Transit,2016,,,,0.92
8203,Kepler-1241 b,Transit,2016,,,,
8204,Kepler-1241 b,Transit,2016,,,,0.89
8205,Kepler-1241 b,Transit,2016,,,,0.92
8206,Kepler-1241 b,Transit,2016,,,,0.84
8207,Kepler-1241 b,Transit,2016,,,,0.89
8208,Kepler-1241 b,Transit,2016,,,,0.89
8209,Kepler-1241 b,Transit,2016,,,,0.93
8210,Kepler-1241 b,Transit,2016,,,,0.92
8211,Kepler-1242 b,Transit,2016,,,,0.77
8212,Kepler-1242 b,Transit,2016,,,,0.79
8213,Kepler-1242 b,Transit,2016,,,,0.79
8214,Kepler-1242 b,Transit,2016,,,,
